client,street,city,zip,sales_2017,sales_2018,address,tier,sales_potential,trend,h1_2018,h1_2019,lat,lon,account_owner,inpex_mah
Client example 981,,,,1895,"1,220",example address 981,Tier 4,Moderate,Extreme Growth (50+),514,947,43.6440665,-86.3325715,Owner example 981,type 2
Client example 982,,,,,,example address 982,,,,,,40.0632643,-86.2948586,Owner example 982,type 2
Client example 983,,,,,167,example address 983,,Moderate,Extreme Growth (50+),125,"1,619",37.473149,-86.2912804,Owner example 983,type 2
Client example 984,,,,2134,"16,338",example address 984,Tier 3,Moderate,Moderate Loss (-19 to -5),"8,357","7,281",41.682449,-86.289718,Owner example 984,type 2
Client example 985,,,,2636,"6,134",example address 985,Tier 4,Low,Major Growth (20 to 49),"3,448","4,264",43.2053078,-86.2892684,Owner example 985,type 2
Client example 986,,,,,,example address 986,,,,,,39.8222666,-86.2888097,Owner example 986,type 2
Client example 987,,,,243,968,example address 987,,High,Extreme Loss (-50+),926,328,40.4743611,-86.2871274,Owner example 987,type 2
Client example 988,,,,2540,"2,540",example address 988,Tier 4,,Extreme Loss (-50+),"2,498",,39.8437118,-86.2813401,Owner example 988,type 2
Client example 989,,,,1626,"1,242",example address 989,Tier 4,Moderate,Extreme Growth (50+),530,936,41.287546,-86.271743,Owner example 989,type 2
Client example 990,,,,,,example address 990,,Low,Extreme Growth (50+),,755,41.8233321,-86.2695791,Owner example 990,type 2
Client example 991,,,,311,311,example address 991,,,Extreme Loss (-50+),269,,44.2370578,-86.2669239,Owner example 991,type 2
Client example 992,,,,23009,"19,376",example address 992,Tier 3,Low,Moderate Growth (5 to 19),"8,741","9,703",41.6282215,-86.2618384,Owner example 992,type 2
Client example 993,,,,,267,example address 993,,Moderate,Extreme Growth (50+),,"1,440",42.388634,-86.2572448,Owner example 993,type 2
Client example 994,,,,,,example address 994,,,,,,41.6794084,-86.2499707,Owner example 994,type 2
Client example 995,,,,,"54,950",example address 995,Tier 2,,No Growth (-4 to 4),"27,118","26,791",39.899582,-86.216442,Owner example 995,type 1
Client example 996,,,,388,122,example address 996,,,Extreme Loss (-50+),80,,37.882667,-86.21258,Owner example 996,type 2
Client example 997,,,,,"27,656",example address 997,Tier 3,,Major Growth (20 to 49),"14,388","19,305",39.7739314,-86.2056446,Owner example 997,type 1
Client example 998,,,,,,example address 998,,,,,,43.1212863,-86.2049893,Owner example 998,type 2
Client example 999,,,,,,example address 999,,,,,,42.970249,-86.201362,Owner example 999,type 2
Client example 1000,,,,,591,example address 1000,,,No Sales,,,38.8956134,-86.2012398,Owner example 1000,type 2
Client example 1001,,,,582,742,example address 1001,,,Extreme Loss (-50+),700,,36.7697871,-86.1963353,Owner example 1001,type 2
Client example 1002,,,,4222,"4,805",example address 1002,Tier 4,Moderate,Major Growth (20 to 49),"1,986","2,542",39.189106,-86.192412,Owner example 1002,type 2
Client example 1003,,,,,"159,920",example address 1003,Tier 1,,No Growth (-4 to 4),"69,387","67,481",39.7295115,-86.1882696,Owner example 1003,type 1
Client example 1004,,,,1403,"3,543",example address 1004,Tier 4,High,Extreme Growth (50+),595,"2,401",41.6825245,-86.1855858,Owner example 1004,type 2
Client example 1005,,,,,1040,example address 1005,,Moderate,Extreme Growth (50+),,618,43.157458,-86.1845926,Owner example 1005,type 2
Client example 1006,,,,372,390,example address 1006,,High,No Growth (-4 to 4),174,181,43.2480825,-86.180541,Owner example 1006,type 2
Client example 1007,,,,,,example address 1007,,,,,,45.9687836,-86.1802963,Owner example 1007,type 2
Client example 1008,,,,1629,"2,145",example address 1008,Tier 4,Moderate,Extreme Growth (50+),758,"1,605",43.245683,-86.1779176,Owner example 1008,type 2
Client example 1009,,,,,,example address 1009,,,,,,39.7406605,-86.1581659,Owner example 1009,type 2
Client example 1010,,,,2096,"4,378",example address 1010,Tier 4,Low,Moderate Loss (-19 to -5),"1,463","1,369",39.6347669,-86.156493,Owner example 1010,type 2
Client example 1011,,,,,291,example address 1011,,,Extreme Loss (-50+),249,,39.7679081,-86.1531573,Owner example 1011,type 1
Client example 1012,,,,,,example address 1012,,,,,,39.9229164,-86.1491221,Owner example 1012,type 2
Client example 1013,,,,82,62,example address 1013,,,No Sales,,,39.8043571,-86.1443909,Owner example 1013,type 2
Client example 1014,,,,7988,"16,987",example address 1014,Tier 3,Moderate,Moderate Loss (-19 to -5),"8,937","8,175",42.9125349,-86.1411418,Owner example 1014,type 2
Client example 1015,,,,1885,"2,675",example address 1015,Tier 4,High,Major Growth (20 to 49),"1,287","1,553",38.2466692,-86.1397527,Owner example 1015,type 2
Client example 1016,,,,,"4,437",example address 1016,Tier 4,,Extreme Growth (50+),"1,340","3,396",39.7850266,-86.1327374,Owner example 1016,type 1
Client example 1017,,,,1451,778,example address 1017,,High,Extreme Growth (50+),,"1,981",40.4657329,-86.1299116,Owner example 1017,type 2
Client example 1018,,,,6685,"7,655",example address 1018,Tier 4,Moderate,Major Loss (-49 to -20),"2,226","1,620",40.4503885,-86.1275099,Owner example 1018,type 2
Client example 1019,,,,,,example address 1019,,,,,,40.0709074,-86.1269729,Owner example 1019,type 2
Client example 1020,,,,,,example address 1020,,,,,,40.4296847,-86.1173866,Owner example 1020,type 2
Client example 1021,,,,20,,example address 1021,,High,Extreme Growth (50+),,491,38.5953385,-86.1039587,Owner example 1021,type 2
Client example 1022,,,,,155,example address 1022,,,Extreme Loss (-50+),68,,40.0582368,-86.0895521,Owner example 1022,type 2
Client example 1023,,,,,,example address 1023,,,,,,38.0320919,-86.0876263,Owner example 1023,type 2
Client example 1024,,,,530,586,example address 1024,,Moderate,Major Growth (20 to 49),212,312,39.8838666,-86.0656236,Owner example 1024,type 2
Client example 1025,,,,20,,example address 1025,,,,,,39.5329422,-86.0580285,Owner example 1025,type 2
Client example 1026,,,,2718,"4,235",example address 1026,Tier 4,Moderate,Extreme Growth (50+),"1,438","4,195",40.4321674,-86.0514866,Owner example 1026,type 2
Client example 1027,,,,,,example address 1027,,,,,,39.6512361,-86.0497141,Owner example 1027,type 2
Client example 1028,,,,3735,"2,560",example address 1028,Tier 4,Low,No Growth (-4 to 4),"1,259","1,271",39.9758959,-86.003028,Owner example 1028,type 2
Client example 1029,,,,,,example address 1029,,,Extreme Growth (50+),"13,019","19,980",40.0384402,-86.0015129,Owner example 1029,type 1
Client example 1030,,,,,"3,429",example address 1030,Tier 4,,Extreme Loss (-50+),"2,506",768,40.0384402,-86.0015129,Owner example 1030,type 1
Client example 1031,,,,,"24,126",example address 1031,Tier 3,,Major Growth (20 to 49),"22,242","31,716",40.0384402,-86.0015129,Owner example 1031,type 1
Client example 1032,,,,220,62,example address 1032,,High,Extreme Growth (50+),20,80,43.4703984,-85.9910355,Owner example 1032,type 2
Client example 1033,,,,11,,example address 1033,,,,,,39.9533727,-85.990986,Owner example 1033,type 2
Client example 1034,,,,,,example address 1034,,,,,,41.0371209,-85.9771137,Owner example 1034,type 2
Client example 1035,,,,257,472,example address 1035,,,Extreme Loss (-50+),215,,37.791414,-85.960711,Owner example 1035,type 2
Client example 1036,,,,,,example address 1036,,,,,,39.9354071,-85.9574578,Owner example 1036,type 2
Client example 1037,,,,,1041,example address 1037,,Moderate,Extreme Loss (-50+),999,500,42.9791351,-85.9464622,Owner example 1037,type 2
Client example 1038,,,,,,example address 1038,,,,,,39.213319,-85.930221,Owner example 1038,type 2
Client example 1039,,,,8437,"8,997",example address 1039,Tier 4,Moderate,Major Loss (-49 to -20),"5,387","3,765",36.9814775,-85.9142824,Owner example 1039,type 2
Client example 1040,,,,128,84,example address 1040,,Moderate,Moderate Growth (5 to 19),20,22,38.3417838,-85.9008616,Owner example 1040,type 2
Client example 1041,,,,,"10,503",example address 1041,Tier 3,,Major Growth (20 to 49),"3,877","4,930",37.6817937,-85.8979453,Owner example 1041,type 1
Client example 1042,,,,715,,example address 1042,,Moderate,Extreme Growth (50+),,"3,310",39.253958,-85.891067,Owner example 1042,type 2
Client example 1043,,,,130,"4,050",example address 1043,Tier 4,High,Extreme Loss (-50+),"2,005",94,42.2162195,-85.8907538,Owner example 1043,type 2
Client example 1044,,,,,,example address 1044,,High,Extreme Growth (50+),,350,41.7011396,-85.8719769,Owner example 1044,type 2
Client example 1045,,,,,,example address 1045,,,,,,38.7622703,-85.8713681,Owner example 1045,type 2
Client example 1046,,,,12945,"10,950",example address 1046,Tier 3,Low,Moderate Loss (-19 to -5),"5,369","4,809",39.1726202,-85.8704349,Owner example 1046,type 2
Client example 1047,,,,559,325,example address 1047,,High,Major Growth (20 to 49),283,345,42.5843997,-85.8687623,Owner example 1047,type 2
Client example 1048,,,,,882,example address 1048,,,Extreme Loss (-50+),420,,37.697462,-85.8648761,Owner example 1048,type 2
Client example 1049,,,,,882,example address 1049,,,Extreme Loss (-50+),420,,37.697462,-85.8648761,Owner example 1049,type 1
Client example 1050,,,,,"16,799",example address 1050,Tier 3,,Major Loss (-49 to -20),"9,022","5,715",37.6884098,-85.8574801,Owner example 1050,type 1
Client example 1051,,,,,,example address 1051,,,,,,39.7930047,-85.8293259,Owner example 1051,type 2
Client example 1052,,,,1468,"2,418",example address 1052,Tier 4,,No Sales,,,38.2834267,-85.8263456,Owner example 1052,type 2
Client example 1053,,,,97,86,example address 1053,,,No Sales,,,38.1226078,-85.8256846,Owner example 1053,type 2
Client example 1054,,,,1230,"1,523",example address 1054,Tier 4,Moderate,Moderate Growth (5 to 19),578,652,39.6813569,-85.8202645,Owner example 1054,type 2
Client example 1055,,,,196,"4,557",example address 1055,Tier 4,Moderate,Major Loss (-49 to -20),"2,997","1,768",43.451971,-85.814425,Owner example 1055,type 2
Client example 1056,,,,1231,"1,528",example address 1056,Tier 4,Moderate,No Growth (-4 to 4),892,892,40.815354,-85.809525,Owner example 1056,type 2
Client example 1057,,,,3796,"4,315",example address 1057,Tier 4,Moderate,Moderate Growth (5 to 19),"1,619","1,762",39.5179321,-85.7948924,Owner example 1057,type 2
Client example 1058,,,,20,,example address 1058,,,,,,39.5147134,-85.7878669,Owner example 1058,type 2
Client example 1059,,,,888,"1,676",example address 1059,Tier 4,Moderate,Extreme Growth (50+),,"18,376",43.0188822,-85.7854439,Owner example 1059,type 2
Client example 1060,,,,280,890,example address 1060,,High,Major Loss (-49 to -20),350,243,43.5480239,-85.7759868,Owner example 1060,type 2
Client example 1061,,,,,,example address 1061,,,,,,43.0155991,-85.7748775,Owner example 1061,type 2
Client example 1062,,,,270,172,example address 1062,,,No Sales,,,42.9772154,-85.7669937,Owner example 1062,type 2
Client example 1063,,,,4943,"4,239",example address 1063,Tier 4,Moderate,Major Growth (20 to 49),"2,523","3,502",39.775736,-85.762368,Owner example 1063,type 2
Client example 1064,,,,,291,example address 1064,,,Extreme Loss (-50+),249,,38.2544496,-85.7609381,Owner example 1064,type 2
Client example 1065,,,,,"61,426",example address 1065,Tier 2,,Major Growth (20 to 49),"31,031","45,759",38.1626195,-85.7602962,Owner example 1065,type 1
Client example 1066,,,,,"46,573",example address 1066,Tier 3,,Major Growth (20 to 49),"23,090","28,036",38.1626195,-85.7602962,Owner example 1066,type 1
Client example 1067,,,,,"3,251",example address 1067,Tier 4,,Extreme Growth (50+),"1,185","7,081",38.2091153,-85.7507822,Owner example 1067,type 1
Client example 1068,,,,,291,example address 1068,,,Extreme Loss (-50+),249,,38.2998501,-85.750393,Owner example 1068,type 2
Client example 1069,,,,3673,"2,840",example address 1069,Tier 4,,Extreme Loss (-50+),"2,172",,38.2998501,-85.750393,Owner example 1069,type 2
Client example 1070,,,,,,example address 1070,,,Extreme Growth (50+),,372,38.1758738,-85.7145377,Owner example 1070,type 1
Client example 1071,,,,1231,,example address 1071,,,,,,40.1096188,-85.7066753,Owner example 1071,type 2
Client example 1072,,,,153,605,example address 1072,,,Extreme Loss (-50+),225,,38.307179,-85.7044552,Owner example 1072,type 2
Client example 1073,,,,40,,example address 1073,,,,,,40.5558753,-85.6925641,Owner example 1073,type 2
Client example 1074,,,,661,264,example address 1074,,,No Sales,,,42.2805339,-85.6854605,Owner example 1074,type 2
Client example 1075,,,,,,example address 1075,,,,,,42.8194687,-85.6830183,Owner example 1075,type 2
Client example 1076,,,,,349,example address 1076,,,Extreme Loss (-50+),101,,40.1384088,-85.6753915,Owner example 1076,type 2
Client example 1077,,,,,"159,874",example address 1077,Tier 1,,Moderate Growth (5 to 19),"77,981","88,120",38.1906502,-85.6746085,Owner example 1077,type 1
Client example 1078,,,,23626,"22,271",example address 1078,Tier 3,Low,Major Growth (20 to 49),"8,131","11,507",42.9692391,-85.6715399,Owner example 1078,type 2
Client example 1079,,,,10654,"21,471",example address 1079,Tier 3,Low,Major Growth (20 to 49),"7,913","11,428",42.7568718,-85.664437,Owner example 1079,type 2
Client example 1080,,,,,"2,542",example address 1080,Tier 4,Low,Extreme Growth (50+),"1,000","2,798",42.8806055,-85.6598831,Owner example 1080,type 2
Client example 1081,,,,,190,example address 1081,,Moderate,Extreme Growth (50+),148,671,42.2445461,-85.6476216,Owner example 1081,type 2
Client example 1082,,,,,,example address 1082,,,,,,38.2577191,-85.6452775,Owner example 1082,type 2
Client example 1083,,,,,,example address 1083,,,,,,38.2003283,-85.6435974,Owner example 1083,type 2
Client example 1084,,,,794,"1,115",example address 1084,Tier 4,Moderate,Extreme Growth (50+),,"1,867",37.9255531,-85.626203,Owner example 1084,type 2
Client example 1085,,,,2139,"5,552",example address 1085,Tier 4,Moderate,No Growth (-4 to 4),"2,353","2,370",44.713887,-85.6120759,Owner example 1085,type 2
Client example 1086,,,,3164,"2,001",example address 1086,Tier 4,Moderate,Major Loss (-49 to -20),980,517,38.2389249,-85.5869151,Owner example 1086,type 2
Client example 1087,,,,,,example address 1087,,,,,,42.2536404,-85.5776514,Owner example 1087,type 2
Client example 1088,,,,,,example address 1088,,,,,,38.2306887,-85.5715485,Owner example 1088,type 2
Client example 1089,,,,,682,example address 1089,,High,No Growth (-4 to 4),320,320,38.219499,-85.5665976,Owner example 1089,type 2
Client example 1090,,,,4138,"5,601",example address 1090,Tier 4,Moderate,Major Loss (-49 to -20),"1,518",966,38.160972,-85.559438,Owner example 1090,type 2
Client example 1091,,,,3594,"8,514",example address 1091,Tier 4,Moderate,Moderate Loss (-19 to -5),"3,869","3,396",42.2792073,-85.548946,Owner example 1091,type 2
Client example 1092,,,,,"14,990",example address 1092,Tier 3,,No Growth (-4 to 4),"7,732","7,568",38.3050156,-85.5236854,Owner example 1092,type 1
Client example 1093,,,,,,example address 1093,,,,,,44.6993189,-85.5236459,Owner example 1093,type 2
Client example 1094,,,,500,,example address 1094,,High,Extreme Growth (50+),,250,39.326802,-85.516216,Owner example 1094,type 2
Client example 1095,,,,225,264,example address 1095,,High,Extreme Growth (50+),,297,41.1472823,-85.4907644,Owner example 1095,type 2
Client example 1096,,,,,,example address 1096,,,,,,43.7966014,-85.4823719,Owner example 1096,type 2
Client example 1097,,,,1309,891,example address 1097,,Moderate,Extreme Growth (50+),438,795,40.1803092,-85.4785246,Owner example 1097,type 2
Client example 1098,,,,,,example address 1098,,,,,,38.5310916,-85.47376,Owner example 1098,type 2
Client example 1099,,,,,182,example address 1099,,,No Sales,,,40.8946001,-85.445979,Owner example 1099,type 2
